review_rank,group_key,display_location,borough,event_count,priority_score,location_complexity,simplified_geocoder_query,review_guidance,google_maps_search_url,manual_lat,manual_lng,manual_review_status,promotion_allowed,manual_review_notes,approval_decision_reason
11,manhattan|east 125 street between park avenue and lexington avenue,EAST  125 STREET between PARK AVENUE and LEXINGTON AVENUE,Manhattan,3,4,street_between_pair,"EAST  125 STREET between PARK AVENUE and LEXINGTON AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST++125+STREET+between+PARK+AVENUE+and+LEXINGTON+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
12,manhattan|dante park dante park,Dante Park: Dante Park,Manhattan,3,4,park_or_facility_subsite,"Dante Park, Manhattan, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Dante+Park%3A+Dante+Park%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
13,manhattan|madison avenue between east 98 street and east 99 street,MADISON AVENUE between EAST   98 STREET and EAST   99 STREET,Manhattan,3,4,street_between_pair,"MADISON AVENUE between EAST   98 STREET and EAST   99 STREET, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=MADISON+AVENUE+between+EAST+++98+STREET+and+EAST+++99+STREET%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
14,staten island|harris brother park soccer 01,Harris Brother Park: Soccer-01,Staten Island,3,4,park_or_facility_subsite,"Harris Brother Park, Staten Island, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Harris+Brother+Park%3A+Soccer-01%2C+Staten+Island%2C+New+York%2C+NY,,,pending,False,,
15,manhattan|west 175 street between broadway and wadsworth avenue,WEST  175 STREET between BROADWAY and WADSWORTH AVENUE,Manhattan,3,4,street_between_pair,"WEST  175 STREET between BROADWAY and WADSWORTH AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=WEST++175+STREET+between+BROADWAY+and+WADSWORTH+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
16,manhattan|east 104 street between third avenue and second avenue,EAST  104 STREET between THIRD AVENUE and SECOND AVENUE,Manhattan,3,4,street_between_pair,"EAST  104 STREET between THIRD AVENUE and SECOND AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST++104+STREET+between+THIRD+AVENUE+and+SECOND+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
17,manhattan|east 17 street between union square east and union square west,EAST   17 STREET between UNION SQUARE EAST and UNION SQUARE WEST,Manhattan,3,4,street_between_pair,"EAST   17 STREET between UNION SQUARE EAST and UNION SQUARE WEST, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++17+STREET+between+UNION+SQUARE+EAST+and+UNION+SQUARE+WEST%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
18,brooklyn|d eemic playground basketball 01,D'Eemic Playground: Basketball-01,Brooklyn,3,4,park_or_facility_subsite,"D'Eemic Playground, Brooklyn, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=D%27Eemic+Playground%3A+Basketball-01%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
19,brooklyn|elijah stroud playground ps 316 basketball 01,Elijah Stroud Playground (PS 316): Basketball-01,Brooklyn,3,4,park_or_facility_subsite,"Elijah Stroud Playground (PS 316), Brooklyn, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Elijah+Stroud+Playground+%28PS+316%29%3A+Basketball-01%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
20,manhattan|isham street between seaman avenue and cooper street,ISHAM STREET between SEAMAN AVENUE and COOPER STREET,Manhattan,3,4,street_between_pair,"ISHAM STREET between SEAMAN AVENUE and COOPER STREET, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=ISHAM+STREET+between+SEAMAN+AVENUE+and+COOPER+STREET%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
21,bronx|stickball boulevard between randall avenue and seward avenue,STICKBALL BOULEVARD between RANDALL AVENUE and SEWARD AVENUE,Bronx,3,4,street_between_pair,"STICKBALL BOULEVARD between RANDALL AVENUE and SEWARD AVENUE, Bronx, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=STICKBALL+BOULEVARD+between+RANDALL+AVENUE+and+SEWARD+AVENUE%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
22,brooklyn|pacific street between bedford avenue and franklin avenue,PACIFIC STREET between BEDFORD AVENUE and FRANKLIN AVENUE,Brooklyn,2,3,street_between_pair,"PACIFIC STREET between BEDFORD AVENUE and FRANKLIN AVENUE, Brooklyn, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=PACIFIC+STREET+between+BEDFORD+AVENUE+and+FRANKLIN+AVENUE%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
23,bronx|catherine scott promenade catherine scott promenade event area,Catherine Scott Promenade: Catherine Scott Promenade Event Area,Bronx,1,2,park_or_facility_subsite,"Catherine Scott Promenade, Bronx, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Catherine+Scott+Promenade%3A+Catherine+Scott+Promenade+Event+Area%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
24,manhattan|spruce street between gold street and nassau street,SPRUCE STREET between GOLD STREET and NASSAU STREET,Manhattan,1,2,street_between_pair,"SPRUCE STREET between GOLD STREET and NASSAU STREET, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=SPRUCE+STREET+between+GOLD+STREET+and+NASSAU+STREET%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
25,manhattan|south street between fulton street and john street,SOUTH STREET between FULTON STREET and JOHN STREET,Manhattan,1,2,street_between_pair,"SOUTH STREET between FULTON STREET and JOHN STREET, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=SOUTH+STREET+between+FULTON+STREET+and+JOHN+STREET%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
26,manhattan|west 59 street between 6 avenue and columbus circle,WEST   59 STREET between 6 AVENUE and COLUMBUS CIRCLE,Manhattan,1,2,street_between_pair,"WEST   59 STREET between 6 AVENUE and COLUMBUS CIRCLE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=WEST+++59+STREET+between+6+AVENUE+and+COLUMBUS+CIRCLE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
27,brooklyn|brownsville recreation center playground softball 01,Brownsville Recreation Center Playground: Softball-01,Brooklyn,1,2,park_or_facility_subsite,"Brownsville Recreation Center Playground, Brooklyn, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Brownsville+Recreation+Center+Playground%3A+Softball-01%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
28,manhattan|east 48 street between 5 avenue and madison avenue,EAST   48 STREET between 5 AVENUE and MADISON AVENUE,Manhattan,1,2,street_between_pair,"EAST   48 STREET between 5 AVENUE and MADISON AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++48+STREET+between+5+AVENUE+and+MADISON+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
29,manhattan|east 68 street between 1 avenue and 2 avenue,EAST   68 STREET between 1 AVENUE and 2 AVENUE,Manhattan,1,2,street_between_pair,"EAST   68 STREET between 1 AVENUE and 2 AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++68+STREET+between+1+AVENUE+and+2+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
30,bronx|anthony avenue between east burnside avenue and east 180 street,ANTHONY AVENUE between EAST BURNSIDE AVENUE and EAST  180 STREET,Bronx,1,2,street_between_pair,"ANTHONY AVENUE between EAST BURNSIDE AVENUE and EAST  180 STREET, Bronx, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=ANTHONY+AVENUE+between+EAST+BURNSIDE+AVENUE+and+EAST++180+STREET%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
31,bronx|harper avenue between varian avenue and connor street,HARPER AVENUE between VARIAN AVENUE and CONNOR STREET,Bronx,1,2,street_between_pair,"HARPER AVENUE between VARIAN AVENUE and CONNOR STREET, Bronx, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=HARPER+AVENUE+between+VARIAN+AVENUE+and+CONNOR+STREET%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
32,bronx|hone avenue between boston road and arnow avenue,HONE AVENUE between BOSTON ROAD and ARNOW AVENUE,Bronx,1,2,street_between_pair,"HONE AVENUE between BOSTON ROAD and ARNOW AVENUE, Bronx, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=HONE+AVENUE+between+BOSTON+ROAD+and+ARNOW+AVENUE%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
33,brooklyn|robert venable park sheridan ave lawn,Robert Venable Park: Sheridan Ave Lawn,Brooklyn,1,2,park_or_facility_subsite,"Robert Venable Park, Brooklyn, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Robert+Venable+Park%3A+Sheridan+Ave+Lawn%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
34,brooklyn|47 street between 6 avenue and 7 avenue,47 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,1,2,street_between_pair,"47 STREET between 6 AVENUE and 7 AVENUE, Brooklyn, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=47+STREET+between+6+AVENUE+and+7+AVENUE%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
35,manhattan|east 109 street between madison avenue and 5 avenue,EAST  109 STREET between MADISON AVENUE and 5 AVENUE,Manhattan,1,2,street_between_pair,"EAST  109 STREET between MADISON AVENUE and 5 AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST++109+STREET+between+MADISON+AVENUE+and+5+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
36,queens|209 street between 93 avenue and 94 avenue,209 STREET between 93 AVENUE and 94 AVENUE,Queens,1,2,street_between_pair,"209 STREET between 93 AVENUE and 94 AVENUE, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=209+STREET+between+93+AVENUE+and+94+AVENUE%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
37,queens|65 drive between 69 place and 70 street,65 DRIVE between 69 PLACE and 70 STREET,Queens,1,2,street_between_pair,"65 DRIVE between 69 PLACE and 70 STREET, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=65+DRIVE+between+69+PLACE+and+70+STREET%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
38,queens|88 avenue between 104 street and 107 street,88 AVENUE between 104 STREET and 107 STREET,Queens,1,2,street_between_pair,"88 AVENUE between 104 STREET and 107 STREET, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=88+AVENUE+between+104+STREET+and+107+STREET%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
39,queens|78 street between sutter avenue and belmont avenue,78 STREET between SUTTER AVENUE and BELMONT AVENUE,Queens,1,2,street_between_pair,"78 STREET between SUTTER AVENUE and BELMONT AVENUE, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=78+STREET+between+SUTTER+AVENUE+and+BELMONT+AVENUE%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
40,queens|125 street between 109 avenue and 111 avenue,125 STREET between 109 AVENUE and 111 AVENUE,Queens,1,2,street_between_pair,"125 STREET between 109 AVENUE and 111 AVENUE, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=125+STREET+between+109+AVENUE+and+111+AVENUE%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
41,queens|lewmay road between beach 29 street and beach 30 street,LEWMAY ROAD between BEACH   29 STREET and BEACH   30 STREET,Queens,1,2,street_between_pair,"LEWMAY ROAD between BEACH   29 STREET and BEACH   30 STREET, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=LEWMAY+ROAD+between+BEACH+++29+STREET+and+BEACH+++30+STREET%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
42,queens|200 street between linden boulevard and 118 avenue,200 STREET between LINDEN BOULEVARD and 118 AVENUE,Queens,1,2,street_between_pair,"200 STREET between LINDEN BOULEVARD and 118 AVENUE, Queens, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=200+STREET+between+LINDEN+BOULEVARD+and+118+AVENUE%2C+Queens%2C+New+York%2C+NY,,,pending,False,,
43,brooklyn|east 56 street between avenue j and avenue k,EAST   56 STREET between AVENUE J and AVENUE K,Brooklyn,1,2,street_between_pair,"EAST   56 STREET between AVENUE J and AVENUE K, Brooklyn, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++56+STREET+between+AVENUE+J+and+AVENUE+K%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
44,manhattan|east 42 street between lexington avenue and vanderbilt avenue,EAST   42 STREET between LEXINGTON AVENUE and VANDERBILT AVENUE,Manhattan,1,2,street_between_pair,"EAST   42 STREET between LEXINGTON AVENUE and VANDERBILT AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++42+STREET+between+LEXINGTON+AVENUE+and+VANDERBILT+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
45,manhattan|east 52 street between park avenue and lexington avenue,EAST   52 STREET between PARK AVENUE and LEXINGTON AVENUE,Manhattan,1,2,street_between_pair,"EAST   52 STREET between PARK AVENUE and LEXINGTON AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++52+STREET+between+PARK+AVENUE+and+LEXINGTON+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
46,brooklyn|east 38 street between quentin road and avenue p,EAST   38 STREET between QUENTIN ROAD and AVENUE P,Brooklyn,1,2,street_between_pair,"EAST   38 STREET between QUENTIN ROAD and AVENUE P, Brooklyn, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++38+STREET+between+QUENTIN+ROAD+and+AVENUE+P%2C+Brooklyn%2C+New+York%2C+NY,,,pending,False,,
47,manhattan|west 119 street between malcolm x boulevard and adam clayton powell boulevard,WEST  119 STREET between MALCOLM X BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Manhattan,1,2,street_between_pair,"WEST  119 STREET between MALCOLM X BOULEVARD and ADAM CLAYTON POWELL BOULEVARD, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=WEST++119+STREET+between+MALCOLM+X+BOULEVARD+and+ADAM+CLAYTON+POWELL+BOULEVARD%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
48,manhattan|west 144 street between broadway and riverside drive,WEST  144 STREET between BROADWAY and RIVERSIDE DRIVE,Manhattan,1,2,street_between_pair,"WEST  144 STREET between BROADWAY and RIVERSIDE DRIVE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=WEST++144+STREET+between+BROADWAY+and+RIVERSIDE+DRIVE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
49,bronx|aqueduct walk tremont ave e fordham rd aqueduct walk tremont ave e fordham rd,Aqueduct Walk Tremont Ave - E. Fordham Rd: Aqueduct Walk Tremont Ave - E. Fordham Rd,Bronx,1,2,park_or_facility_subsite,"Aqueduct Walk Tremont Ave - E. Fordham Rd, Bronx, New York, NY",Park or facility subsite. Check NYC Parks BigApps facility reference or verify the parent park pin manually before adding to manual_gps_reference.json.,https://www.google.com/maps/search/?api=1&query=Aqueduct+Walk+Tremont+Ave+-+E.+Fordham+Rd%3A+Aqueduct+Walk+Tremont+Ave+-+E.+Fordham+Rd%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
50,bronx|creston avenue between east 184 street and field place,CRESTON AVENUE between EAST  184 STREET and FIELD PLACE,Bronx,1,2,street_between_pair,"CRESTON AVENUE between EAST  184 STREET and FIELD PLACE, Bronx, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=CRESTON+AVENUE+between+EAST++184+STREET+and+FIELD+PLACE%2C+Bronx%2C+New+York%2C+NY,,,pending,False,,
51,manhattan|edgecombe avenue between west 150 street and west 155 street,EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET,Manhattan,1,2,street_between_pair,"EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EDGECOMBE+AVENUE+between+WEST++150+STREET+and+WEST++155+STREET%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
52,manhattan|west 64 street between west end avenue and amsterdam avenue,WEST   64 STREET between WEST END AVENUE and AMSTERDAM AVENUE,Manhattan,1,2,street_between_pair,"WEST   64 STREET between WEST END AVENUE and AMSTERDAM AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=WEST+++64+STREET+between+WEST+END+AVENUE+and+AMSTERDAM+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
53,manhattan|east 42 street between park avenue and lexington avenue,EAST   42 STREET between PARK AVENUE and LEXINGTON AVENUE,Manhattan,1,2,street_between_pair,"EAST   42 STREET between PARK AVENUE and LEXINGTON AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST+++42+STREET+between+PARK+AVENUE+and+LEXINGTON+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
54,manhattan|east 112 street between 3 avenue and lexington avenue,EAST  112 STREET between 3 AVENUE and LEXINGTON AVENUE,Manhattan,1,2,street_between_pair,"EAST  112 STREET between 3 AVENUE and LEXINGTON AVENUE, Manhattan, New York, NY","Open street segment between two cross streets. Add a midpoint coordinate to data/manual_gps_reference.json after field verification, then re-run Phase 2C fill.",https://www.google.com/maps/search/?api=1&query=EAST++112+STREET+between+3+AVENUE+and+LEXINGTON+AVENUE%2C+Manhattan%2C+New+York%2C+NY,,,pending,False,,
